id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
24857741,"Studio, Empire State Building area.",135131537,Laura,Manhattan,Midtown,40.74846,-73.98708,Entire home/apt,180,6,38,2019-06-16,2.68,2,27
26595733,Private Room near Columbia  University *,199946021,Joe,Manhattan,Upper West Side,40.8006,-73.96407,Private room,76,1,80,2019-06-22,6.59,3,19
5179493,Gorgeous Renovated One Bedroom ues,4406876,Maureen,Manhattan,Upper East Side,40.76761,-73.95391,Entire home/apt,195,6,5,2019-06-13,0.11,1,329
34197691,"Super Great Bright Room, 15mins to NYC w/ desk",229249302,Missy,Brooklyn,Bushwick,40.69751,-73.93582,Private room,120,1,16,2019-07-05,6.96,1,57
35460924,Artsy Private BR in Fort Greene Cumberland,230192510,Zach,Brooklyn,Fort Greene,40.69611,-73.97542,Private room,48,30,0,,,25,333
10035920,Best of Brooklyn,51502398,Sasha,Brooklyn,Crown Heights,40.6698,-73.94992,Entire home/apt,175,3,77,2019-06-17,1.8,1,54
11433561,Fresh East Village 4K Pre-War Remix w Full Bar!,3395433,Nick,Manhattan,East Village,40.73117,-73.98386,Entire home/apt,175,3,6,2019-06-02,1.91,1,0
29035989,CAMAROTE SOLO PARA MUJERES/HABITACIÓN COMPARTIDA,215778245,Jessy & Christian,Queens,Corona,40.73894,-73.86477,Shared room,40,2,10,2019-06-09,1.19,6,356
18655886,Spacious Bedroom in Duplex,68017798,Charlotte,Brooklyn,Bushwick,40.69804,-73.9182,Private room,44,2,0,,,1,0
16821077,Park Slope - Bright Spacious Sunny Room - Flexible,38607397,Isroel,Brooklyn,Windsor Terrace,40.65815,-73.9817,Private room,80,7,0,,,1,0
13332001,Beautiful Room in Brooklyn Apartment,75458749,Beck,Brooklyn,Flatbush,40.64107,-73.95325,Private room,50,4,3,2016-08-05,0.08,2,0
15054617,"Home 4 Medical Professionals - The ""Syncope""",26377263,Stat,Queens,Edgemere,40.59517,-73.77236,Private room,43,30,2,2019-02-09,0.07,43,306
33248031,Harlem Sanctuary 1,178833771,Danese,Manhattan,Harlem,40.82312,-73.93885,Entire home/apt,275,2,1,2019-05-05,0.46,3,351
33469797,"NYC SWEET OASIS (POOL, PATIO,& OUTSIDE SPACE)",252171508,Lisa,Queens,Jamaica,40.67282,-73.77793,Entire home/apt,190,1,16,2019-07-04,10.0,1,132
19769912,"Modern, Stylish & Spacious Brooklyn Oasis",54508926,Roshumba,Brooklyn,Canarsie,40.63837,-73.91149,Entire home/apt,167,2,102,2019-07-08,4.27,1,294
33366167,Room in Wonderful and Secure Private House,43330303,Cristian,Bronx,Fordham,40.85394,-73.89641,Private room,35,5,3,2019-07-02,1.2,2,62
29826781,Beautiful Artist couples Home in Chinatown.,13619313,Kaylee,Manhattan,Little Italy,40.71731,-73.99862,Entire home/apt,175,4,0,,,1,179
14195437,Location Enya,3250450,Petya,Queens,Jackson Heights,40.74684,-73.89252,Shared room,35,30,1,2017-10-28,0.05,18,280
13152876,Spacious & Sunny Private Room in Williamsburg!,65252597,Zac,Brooklyn,Williamsburg,40.71038,-73.95397,Private room,45,3,1,2016-10-27,0.03,1,0
7075103,1BR Greenwich Village Apt. NYC,37096607,Neil,Manhattan,Greenwich Village,40.72968,-74.00114,Entire home/apt,175,2,5,2015-12-30,0.11,1,0
32493667,JFK LUXURY BEDROOM # 4,244082709,Jfk,Queens,Springfield Gardens,40.65994,-73.77069,Private room,85,1,14,2019-07-05,3.89,7,163
28773549,Elegant 2bdrm home in Midtown!,97417890,Angela,Manhattan,Midtown,40.74223,-73.98286,Entire home/apt,299,1,32,2019-07-07,4.4,2,264
4538901,Entire Apt. in E. Williamsburg,4806989,Ava,Brooklyn,Williamsburg,40.70826,-73.94059,Entire home/apt,189,1,0,,,1,0
2847633,"Charming, central apartment",3864482,Erin,Manhattan,Greenwich Village,40.72842,-73.99903,Private room,100,1,34,2016-09-18,0.55,1,0
34416762,Great room at Brooklyn close to the subway station,251311623,Vitória,Brooklyn,Bedford-Stuyvesant,40.6792,-73.91411,Private room,58,2,4,2019-06-30,2.14,5,164
2500087,NYC Steps from Central Park!,12796040,Robyn,Manhattan,Hell's Kitchen,40.7673,-73.98809,Entire home/apt,150,5,3,2015-01-05,0.05,1,0
31592115,Luxury Studio in Iconic Lower East Side,14278450,Linda,Manhattan,Lower East Side,40.71923,-73.98935,Entire home/apt,200,1,7,2019-05-01,1.86,1,0
36241914,"❥❥❥*NYC Room: 4min/subway, 25m/city, 20m/LGA,JFK❥❥",63272360,Annie Lawrence,Queens,Woodhaven,40.69342,-73.8684,Private room,55,4,0,,,6,150
34210645,2 bedroom 2 bathroom with garden heart of Bushwick,258286476,Eden,Brooklyn,Bushwick,40.69861,-73.91999,Entire home/apt,90,4,2,2019-05-12,0.94,1,34
22701863,Beautiful sunny studio apartment,5835731,Ramy,Brooklyn,Bedford-Stuyvesant,40.68037,-73.92029,Entire home/apt,79,2,5,2018-04-08,0.28,1,0
21669322,Comfortable & Bright Studio in the East Village,3281798,Guillermo,Manhattan,East Village,40.73014,-73.98152,Entire home/apt,180,3,8,2019-06-09,0.42,1,10
401836,"Sunny UES 1.5 Bedroom, Sleeps 6",2005740,Maya,Manhattan,Upper East Side,40.76494,-73.95804,Entire home/apt,300,4,19,2019-05-21,0.22,1,84
2310445,Super Cute Chelsea One Bedroom,10973455,Amy,Manhattan,Chelsea,40.74935,-73.99723,Entire home/apt,150,1,49,2019-06-16,0.75,1,0
17951580,Townhouse on Greene,112901574,Nate,Brooklyn,Bedford-Stuyvesant,40.69054,-73.9328,Entire home/apt,150,2,69,2019-07-05,2.86,4,278
10980678,"Brooklyn 1 BR Beauty, Great Hood!",79339,Ann,Brooklyn,Bedford-Stuyvesant,40.6811,-73.9542,Entire home/apt,90,14,12,2019-06-26,0.45,1,64
34419834,Gorgeous Midtown West LOFT 3BEDS/1.5BATH XL,258073534,Roberto,Manhattan,Hell's Kitchen,40.76557,-73.98399,Entire home/apt,399,6,5,2019-06-16,2.59,1,105
30111496,Brooklyn Newly Renovated 1-bedroom Apartment,101215475,Julia,Brooklyn,Williamsburg,40.70762,-73.96503,Private room,90,3,10,2019-07-06,4.55,1,77
35597932,Beautiful NYC Broadway Apartment next to Subway!,255259069,Jonah,Manhattan,Harlem,40.82586,-73.95296,Entire home/apt,130,31,0,,,2,333
32764575,Private bedroom in heart of Downtown Manhattan,1844921,Ananth,Manhattan,Chelsea,40.73926,-73.9946,Private room,140,2,7,2019-06-20,2.73,1,11
250536,The Lenox in Harlem,1313306,Yvette,Manhattan,Harlem,40.81068,-73.94288,Private room,125,1,11,2017-09-25,0.12,2,365
10573225,Charming Spacious Park Slope Studio,54539364,Ildiko,Brooklyn,South Slope,40.6651,-73.98307,Entire home/apt,135,3,134,2019-06-16,3.18,1,241
30429599,Room in a Magical Bowery Loft in Nolita,20277431,Matthew,Manhattan,Nolita,40.72316,-73.99329,Private room,220,7,0,,,1,89
34453829,Spacious Private Queen in Heart of New York City!,260191397,Hotel Mela,Manhattan,Theater District,40.7559,-73.98562,Private room,100,1,2,2019-06-03,1.36,7,298
8621113,Charming Mini Loft/ Lower East Side,4308094,Laure,Manhattan,Lower East Side,40.71848,-73.99091,Entire home/apt,150,1,2,2016-04-13,0.04,1,0
1467238,Charming Prime Williamsburg 2 bedroom Entire home,7859118,Kristen & Corey,Brooklyn,Williamsburg,40.71915,-73.94061,Entire home/apt,165,2,80,2017-07-19,1.28,1,188
19001879,SPRING FORWARD GREENPOINT STUDIO W/YARD,132576479,Evelyn,Brooklyn,Greenpoint,40.72257,-73.94544,Entire home/apt,115,30,8,2019-05-17,0.37,1,183
19589726,"Sun filled 1 bedroom, 20 minutes from Manhattan",137700828,Linda,Queens,Astoria,40.77017,-73.92536,Private room,110,3,23,2019-05-11,1.03,1,0
29938894,Sunlit Private Bedroom in Bushwick Apartment,87568094,Victoria,Brooklyn,Bedford-Stuyvesant,40.69342,-73.9324,Private room,75,7,0,,,1,87
33363957,Designer Renovated Madison Avenue 1 Bedroom Apt,55782090,Chris,Manhattan,Upper East Side,40.78378,-73.95606,Entire home/apt,105,31,0,,,2,249
14839830,Modern Spacious Private One bedroom Free Parking.,48630747,Harvey,Queens,Flushing,40.72363,-73.80285,Entire home/apt,100,1,197,2019-06-24,5.81,1,342
1700471,CHARM Rm HAMILTON HEIGHTS Harlem,8289663,Shane,Manhattan,Harlem,40.81976,-73.94029,Private room,60,3,101,2019-06-10,1.44,1,340
13273660,Large BR available near Fort Tryon Park,74795588,Aden,Manhattan,Inwood,40.86059,-73.92986,Private room,50,7,0,,,1,0
8951480,Unique townhouse apartment,46787065,C,Manhattan,Upper West Side,40.80356,-73.9698,Entire home/apt,100,7,2,2016-08-16,0.05,1,0
2637533,Spacious Studio Suite w Adjoining Sunroom,2687435,Abby & Kurt,Queens,Ditmars Steinway,40.77594,-73.91786,Entire home/apt,95,3,25,2019-05-31,3.04,1,6
29472696,Sharing room for FEMALE #1,167620568,Mikosya,Brooklyn,Brighton Beach,40.58056,-73.96313,Shared room,100,1,4,2019-06-09,0.56,2,365
18585784,Lovely bedroom in Bushwick,11380126,Kwankaew,Brooklyn,Bushwick,40.69083,-73.9241,Private room,45,1,2,2017-05-31,0.08,1,0
12684394,LUXURIOUS APT in MANHATTAN w TERRACE and GYM,49902290,Nikkita,Manhattan,Harlem,40.82469,-73.94029,Private room,115,1,2,2016-12-06,0.05,1,0
4070025,Luxury Flat with Outdoor and Study Room,21110000,Shahram,Brooklyn,DUMBO,40.70452,-73.98583,Entire home/apt,250,2,150,2019-07-05,2.57,1,309
35345358,Northside Williamsburg Stunner,956324,Alex,Brooklyn,Williamsburg,40.71705,-73.9647,Entire home/apt,4500,30,0,,,1,365
19296720,West Village Getaway,135136607,Adam,Manhattan,West Village,40.73697,-74.00223,Entire home/apt,152,2,29,2019-03-10,1.17,1,0
33745270,2 Bedroom APT in Beautiful Brooklyn Heights,186678447,Miguel,Brooklyn,Brooklyn Heights,40.6981,-73.9958,Entire home/apt,550,3,4,2019-07-01,4.0,1,215
27650553,Cosy bedroom in Bushwick close to L&M train,7780845,Liset,Brooklyn,Bushwick,40.70133,-73.91726,Private room,65,2,3,2019-06-23,0.28,3,28
9369426,Spacious Bushwick 1Br off Morgan L. Sleeps 2.,943095,Talia,Brooklyn,Bushwick,40.70267,-73.92923,Entire home/apt,90,2,2,2017-07-20,0.07,1,0
12382140,Luxury 2BR Midtown East-Near the UN,26521212,Laura,Manhattan,Midtown,40.75322,-73.97321,Entire home/apt,299,2,14,2019-05-03,0.36,3,0
27110361,Artist's home in Williamsburg,8731758,Jeanne,Brooklyn,Williamsburg,40.71326,-73.9644,Entire home/apt,175,5,5,2019-05-23,0.46,1,198
23434788,Bright Bushwick Apartment with City Views!,56636906,Michael,Brooklyn,Bushwick,40.70223,-73.92959,Private room,50,2,0,,,1,0
13098701,NYCHaven4:Entire house minutes from JFK and Casino,47351539,Jason,Queens,South Ozone Park,40.67321,-73.79247,Entire home/apt,195,1,239,2019-06-21,6.31,4,256
9793213,Room in Williamsburg Flatshare,7036796,Julie,Brooklyn,Williamsburg,40.71891,-73.96133,Private room,60,5,0,,,1,0
30938864,"Large sunny bedroom in Astoria, Queens",6586697,Yasha,Queens,Astoria,40.76702,-73.90945,Private room,60,2,1,2019-01-05,0.16,3,51
27737158,☆ 2 Bedroom Apartment - Minutes from Times Square!,209405908,Louis,Manhattan,Hell's Kitchen,40.75611,-73.9937,Entire home/apt,180,1,41,2019-07-01,4.73,3,30
4392066,one room bushwick,5605897,Sarah,Brooklyn,Williamsburg,40.70903,-73.9394,Private room,100,1,0,,,1,0
22345271,Apartment in Trendy and Vibrant Lower East Side,163384875,Sarah & Burak,Manhattan,Lower East Side,40.72002,-73.98893,Entire home/apt,185,2,92,2019-06-30,4.88,1,120
22049875,"Bright large studio loft, 100% private, Bushwick",62649248,Benjamin,Brooklyn,Bushwick,40.70429,-73.91688,Entire home/apt,90,2,89,2019-07-01,4.67,2,38
4438223,Hip 1 bedroom in perfect location,22606202,Gerald,Manhattan,Harlem,40.80743,-73.95663,Private room,165,2,6,2019-01-02,0.12,1,363
34438417,Beautiful Apartment in Hamilton Heights,145319773,Angel,Manhattan,Harlem,40.8212,-73.95479,Entire home/apt,115,6,3,2019-06-20,3.0,1,279
30793033,Private One Bedroom Apartment,230378560,Ta56,Queens,Briarwood,40.71398,-73.81834,Entire home/apt,66,2,9,2019-06-16,1.36,1,186
205735,"A Cozy Oasis in Bushwick, NY",1011426,Danielle,Brooklyn,Bushwick,40.68364,-73.91076,Private room,41,2,55,2019-04-30,0.59,1,286
31903229,Cozy Sunlit Bedroom in heart of Williamsburg,598896,Su,Brooklyn,Williamsburg,40.71798,-73.95983,Private room,90,2,0,,,2,184
1469895,Bright and Spacious West Village Studio,6263540,Adam,Manhattan,West Village,40.73695,-74.00572,Entire home/apt,150,5,3,2018-01-01,0.13,1,0
34951077,Private room with Queen Size Bed and Work Space,263365570,Xun,Brooklyn,Bedford-Stuyvesant,40.69152,-73.96037,Private room,35,3,2,2019-06-16,2.0,1,20
26690586,Ionic Room close to NYC,183321912,Iris,Brooklyn,Bedford-Stuyvesant,40.68746,-73.95379,Private room,65,30,30,2019-05-31,2.71,2,361
35093378,Exclusive renovated 1bd apt in Hell's Kitchen,68561893,Sean,Manhattan,Hell's Kitchen,40.76568,-73.98636,Entire home/apt,225,3,0,,,1,151
14935151,Comfortable Bedroom near train.,69711528,Lucia,Bronx,Parkchester,40.83112,-73.87319,Private room,49,3,25,2018-06-15,0.73,2,0
33745548,Midtown West Hotel - Hudson Twin Single,252604696,Erin,Manhattan,Chelsea,40.74922,-73.9968,Private room,99,1,4,2019-07-05,1.5,20,168
1881801,Gorgeous 1.5 Br - 1 block to Subway-9 min to NYC!,8292927,Christian,Brooklyn,Williamsburg,40.71394,-73.94193,Entire home/apt,175,2,111,2019-06-23,2.4,2,108
8480087,West Side Studio Apartment,44660079,Leslie,Manhattan,Upper West Side,40.77875,-73.9875,Entire home/apt,165,5,25,2019-05-24,0.54,2,70
21440192,Good Deal! Don't Miss Out!,134428157,Johny,Brooklyn,Bedford-Stuyvesant,40.68578,-73.94242,Entire home/apt,150,30,12,2018-07-08,0.63,7,0
32672993,Cozy room in LES/Chinatown,2238256,Jaclyn,Manhattan,Chinatown,40.71463,-73.99054,Private room,128,13,0,,,1,91
26472079,Cozy studio at UWS near Columbia university,274910,Yooin,Manhattan,Morningside Heights,40.80998,-73.95756,Entire home/apt,90,1,25,2019-06-25,2.07,1,0
9222165,Upscale 3 Bedrooms + 2 Bath Apt +Washer/Dryer,47952362,Ys,Manhattan,Upper East Side,40.77707,-73.94994,Entire home/apt,400,3,124,2019-06-30,2.82,1,245
30153101,2BR - Great Deal in the Trendy East Village,855079,Nicholas,Manhattan,East Village,40.72829,-73.98452,Entire home/apt,92,1,2,2018-12-29,0.29,3,0
26098606,"Light, airy and spacious Apartment close to all",15106211,Siddhartha,Brooklyn,Gowanus,40.67965,-73.98899,Entire home/apt,150,5,2,2019-04-25,0.17,1,16
27975725,"J- LUXURY SHARED ROOM, AC FREE WIFI+CABLE GARDEN",8814258,Nikole,Queens,South Ozone Park,40.67172,-73.79669,Shared room,30,4,4,2019-05-01,0.41,7,365
258284,"Fresh, Clean Brooklyn Garden Apt.",1358312,S,Brooklyn,Clinton Hill,40.68618,-73.96144,Entire home/apt,154,3,233,2019-04-10,2.5,1,0
34116613,Sonder | 116 John | Restful Studio + Gym,219517861,Sonder (NYC),Manhattan,Financial District,40.70845,-74.00472,Entire home/apt,164,29,0,,,327,327
25678522,"Quiet West Village one bdrm apt, dwntwn Manhattan",660723,Aryuna,Manhattan,West Village,40.73416,-74.00424,Entire home/apt,186,10,7,2019-06-09,0.54,1,79
21024098,307 E 44th st beautiful fully furnished,53179388,Raymond,Manhattan,Midtown,40.75029,-73.97142,Entire home/apt,175,30,2,2018-09-05,0.15,10,161
31088862,"Luxury, Sunny, Comfy, Gorgeous views, Central Park",28191131,Al,Manhattan,Upper East Side,40.76451,-73.96249,Entire home/apt,890,3,0,,,1,0
3757461,"Manhattan Sun Drenched 
Near Gramercy",17465563,Lola,Manhattan,Gramercy,40.73601,-73.98205,Private room,69,2,177,2019-06-22,2.98,1,285
12495887,Bright & Sunny Greenpoint Studio,2104160,Brendon,Brooklyn,Greenpoint,40.7369,-73.95288,Entire home/apt,119,4,4,2017-05-09,0.1,1,0
18433781,"Large, Sunny Private Room in New Renovated House",54548000,Danny,Brooklyn,Bedford-Stuyvesant,40.67795,-73.92524,Private room,75,1,70,2019-06-21,2.79,2,220
9152932,Spacious Duplex w/ Additional Loft.,4313126,Andy,Brooklyn,Bushwick,40.69844,-73.9334,Entire home/apt,200,1,1,2015-11-27,0.02,2,0
12206029,"Private BR, Bed-Stuy w/backyard",5897784,Nicholas,Brooklyn,Bedford-Stuyvesant,40.68022,-73.92673,Private room,49,1,1,2016-05-13,0.03,1,0
7698619,Room in Williamsburg Duplex,35997506,Michael,Brooklyn,Williamsburg,40.70939,-73.96758,Private room,85,1,0,,,1,0
18396281,Charming Sunny Oasis - 1 Block From Express Train!,228252,Kathleen,Manhattan,Harlem,40.82452,-73.94512,Private room,75,14,7,2018-09-30,0.29,2,310
1846528,East Village - 180º City View & Private Balcony,8951505,Esther & Aaron,Manhattan,East Village,40.72369,-73.9753,Entire home/apt,103,2,29,2019-06-28,0.86,1,55
22290370,MODERN HIPSTER LOFT,11680404,Corina,Brooklyn,Williamsburg,40.71304,-73.96252,Entire home/apt,140,5,0,,,1,0
30502914,Family Suite Beautiful Brooklyn Home,208955733,Candace,Brooklyn,East Flatbush,40.65441,-73.91995,Private room,95,1,6,2019-07-01,0.87,4,350
24421357,Private Clean Room near Yankee Stadium.,10534760,Lois,Bronx,Morrisania,40.83139,-73.90166,Private room,23,2,18,2019-07-02,1.25,1,36
34415755,Gorgeous 7-bed-Lush garden-Midtown1stop-Breakfast,259796664,Santi,Queens,Long Island City,40.75297,-73.93698,Entire home/apt,499,1,0,,,10,341
30230938,Modern looking private room in Brooklyn's heart,48692009,Luc,Brooklyn,Flatbush,40.64627,-73.95396,Private room,50,1,0,,,1,0
21378123,Studio apt direct access to Mantattan and Brooklyn,154828245,Ping,Staten Island,New Springville,40.58508,-74.16162,Entire home/apt,58,1,87,2019-06-24,4.18,1,0
35830870,Large 2Bedroom Apartment right off Grand Central!!,20053314,Noa,Manhattan,Midtown,40.75161,-73.97025,Entire home/apt,175,1,0,,,1,250
5105768,"Close to subway, Manhattan, & shops with kitchen",26382036,William,Queens,Elmhurst,40.74038,-73.87599,Entire home/apt,120,5,31,2019-05-27,0.64,2,64
26984054,QUEEN BED - SUNNY DUPLEX BY TRAIN - 15 MIN TO CITY,141362503,Michael,Brooklyn,Williamsburg,40.70719,-73.94021,Private room,70,2,37,2019-06-15,3.14,2,362
16230313,Comfy Sofa Bed in Cozy Apartment,89873550,TiffanyJoy,Brooklyn,Bedford-Stuyvesant,40.68441,-73.95099,Shared room,68,3,0,,,2,0
34228857,"B, Hamilton( For GUYS ONLY)",51596474,Antony,Brooklyn,Bay Ridge,40.62703,-74.01952,Shared room,22,5,0,,,12,0
29686875,"*Spacious, Modern and Charming 1 Bedroom Apt!*",223418394,Max,Manhattan,Washington Heights,40.84726,-73.93866,Entire home/apt,90,1,15,2019-05-12,1.87,1,170
1150382,Fab 1 Bedroom Apartment!,6305367,Suzanne,Manhattan,East Harlem,40.79921,-73.93657,Entire home/apt,100,1,54,2019-07-07,0.75,1,0
22340384,Great Place! Great Space! Welcome 2 My BK Place!,18049970,Lou,Brooklyn,Brownsville,40.65948,-73.90084,Entire home/apt,175,3,56,2019-07-08,3.0,2,288
14840822,"East midtown, Steps from the UN +GC",74974718,Leah,Manhattan,Midtown,40.75015,-73.97082,Private room,200,5,41,2019-07-01,1.2,1,333
6957328,Williamsburg❤️Central Location Queen Bed A/C,330976,Daniel,Brooklyn,Williamsburg,40.70875,-73.95364,Private room,85,1,20,2018-07-27,0.42,1,0
26896131,"Prospect Park, Bk Museum, Botanic Gardens and You",2685092,Mary Angelica,Brooklyn,Prospect Heights,40.67262,-73.96286,Entire home/apt,115,5,2,2019-04-28,0.19,1,19
11399898,"Huge, spacious 2 bdrm, 2 bath apartment on the LES",23590752,Neriza,Manhattan,East Village,40.72201,-73.98277,Entire home/apt,200,2,7,2019-07-07,3.68,1,36
4453233,Cozy Hells Kitchen/Times Sq 2BR,5827529,Ariel,Manhattan,Hell's Kitchen,40.76221,-73.99028,Entire home/apt,160,1,8,2015-10-18,0.14,1,0
29287004,Jackson Heights: Bright and Spacious Apartment,134904068,Jeanpaul,Queens,Jackson Heights,40.75024,-73.88409,Entire home/apt,200,5,1,2019-07-03,1.0,1,38
3404873,Spot in the Heights!,17171419,Mordechai,Manhattan,Washington Heights,40.85083,-73.9287,Private room,39,4,48,2019-06-12,0.82,2,12
13514680,Quiet 6th floor private room with rooftop views,3401026,Daniel,Brooklyn,Kensington,40.64455,-73.97826,Private room,50,14,1,2016-08-06,0.03,1,0
36317597,"Alphabet City Cul de Sac, 3 roommates",130159651,Theo,Manhattan,East Village,40.72327,-73.98027,Shared room,40,7,0,,,1,42
45936,Couldn't Be Closer To Columbia Uni,867225,Rahul,Manhattan,Morningside Heights,40.80549,-73.95924,Private room,99,4,122,2019-05-14,1.18,2,233
5476046,Large Duplex Near Subway! 5bdrm/2ba,10297692,Dee,Brooklyn,Crown Heights,40.67615,-73.92945,Entire home/apt,500,1,68,2019-04-27,1.41,2,313
26528837,"✨Cozy clean room, 5 min walk to subway(Line R/M)",199524563,Bei,Queens,Rego Park,40.72608,-73.86233,Private room,65,2,28,2019-05-28,2.36,3,38
21721040,"Huge, bright one bedroom flat near Prospect Park",10197359,Amber,Brooklyn,Flatbush,40.65168,-73.96411,Entire home/apt,100,3,13,2019-06-25,0.91,1,7
22544810,Williamsburg stunning duplex apartment 4br/3bath,10951481,Ann,Brooklyn,Williamsburg,40.71299,-73.96144,Entire home/apt,550,2,92,2019-06-23,5.24,5,90
29909820,203 Cozy Clean Private Bedroom,224900182,Jeremy,Queens,Flushing,40.7559,-73.80427,Private room,55,1,29,2019-06-23,3.87,1,362
6163657,Cosy and sunny studio for you!,6090087,Giulia,Manhattan,Upper East Side,40.77253,-73.95789,Entire home/apt,120,1,9,2017-01-02,0.18,1,0
15411327,Very comfortable and cozy room in Williamsburg!!!,8113117,Kateryna,Brooklyn,Williamsburg,40.71228,-73.95323,Private room,80,2,181,2018-12-24,5.42,1,52
21472364,Water Front Building - Bright/Luxury 1 BR,92183983,Christina,Brooklyn,Greenpoint,40.72865,-73.95937,Entire home/apt,120,5,17,2019-05-23,0.83,1,0
20464496,LaRoom,49519069,Kosta,Queens,Briarwood,40.7105,-73.81589,Private room,85,5,0,,,1,177
4227554,"Big 2BR, just minutes to Manhattan!",21941065,David,Queens,Woodside,40.7426,-73.90706,Entire home/apt,195,3,124,2019-06-26,2.2,1,305
4170460,#1 Superhost Special Offer in NYC!,21641206,Veronica,Brooklyn,Bedford-Stuyvesant,40.6956,-73.94827,Private room,65,1,357,2019-06-22,6.19,4,321
8721348,Midcentury Modern Duplex 3BR/2BA in Times Square,45774138,Jeff & Stephanie,Manhattan,Hell's Kitchen,40.76302,-73.98833,Entire home/apt,500,3,55,2019-06-24,1.23,1,46
13156998,1 BR / studio right by Central Park,3671013,Neha,Manhattan,Midtown,40.76365,-73.97754,Entire home/apt,200,1,0,,,2,0
24279933,[Priv Rooftop] Sunny-Spacious Priv Bath bedroom,36632628,Camilo,Brooklyn,Bedford-Stuyvesant,40.68102,-73.93686,Private room,45,4,6,2018-11-26,0.41,1,0
6941601,Manhattan Club,36400642,Abdul Rahman,Manhattan,Midtown,40.76448,-73.98187,Entire home/apt,175,7,0,,,1,0
13528101,Perfect NYC neighborhood! 15 min. to Central Park!,66981456,Iris,Manhattan,Upper East Side,40.77512,-73.95254,Private room,99,6,35,2019-06-22,1.06,1,59
13748546,Bright & Light Chelsea One Bedroom,80315972,Meghan,Manhattan,Chelsea,40.74361,-73.99885,Entire home/apt,210,2,1,2016-07-14,0.03,1,0
31471169,Stay at Lex,10416602,Ann,Brooklyn,Bedford-Stuyvesant,40.68928,-73.93906,Entire home/apt,130,3,6,2019-05-27,2.09,1,292
21661292,Brownstone 1BR Apt in the heart of Park Slope,9678658,Emily,Brooklyn,Park Slope,40.67441,-73.97614,Entire home/apt,160,4,7,2018-11-25,0.36,1,0
2856770,Family Friendly 3 bedroom 2 bath w. Washer/Dryer,14565422,Janelle,Manhattan,East Harlem,40.78587,-73.94764,Entire home/apt,650,2,67,2019-06-23,1.76,2,283
266437,West Village cozy 2 bedroom  NYC ,1397061,Asia Joanna,Manhattan,Chelsea,40.74139,-74.0005,Entire home/apt,220,4,0,,,1,0
15506908,Be a New Yorker for a few days,39461895,Shai,Manhattan,Nolita,40.72021,-73.99592,Entire home/apt,229,10,9,2019-05-26,0.27,1,137
27248443,Cozy Private Queen Room 5min LaGuardia LGA Airport,10229087,Kais,Queens,Ditmars Steinway,40.77309,-73.89256,Private room,85,1,41,2019-07-07,3.66,4,349
34156010,Amazing Luxury Apt in the middle of Manhattan,257677041,Elsen,Manhattan,Kips Bay,40.7421,-73.97404,Entire home/apt,539,1,13,2019-07-06,7.36,1,233
17239212,Cozy Brooklyn Apartment,51706510,Daniella,Brooklyn,Gowanus,40.6707,-73.99118,Shared room,37,1,9,2017-05-08,0.31,1,0
22460607,Beautiful 1 Bedroom in Grammercy,162100686,Andrew,Manhattan,Kips Bay,40.73735,-73.97952,Entire home/apt,200,2,0,,,1,0
17710842,"Home Away From Home. Sunny, Spacious 1BR Apartment",387844,Mike,Brooklyn,Brooklyn Heights,40.69452,-73.99552,Entire home/apt,199,90,35,2019-04-09,1.25,1,0
8942272,Huge Brooklyn Room in Bushwick,9864136,Anthony,Brooklyn,Bushwick,40.68587,-73.91435,Private room,55,1,4,2018-05-20,0.19,26,365
30501797,Cozy 1 bedroom east village apartment,5048861,Manuela,Manhattan,East Village,40.72333,-73.97934,Entire home/apt,101,2,3,2019-01-01,0.45,1,0
35946652,Calming Place,264862581,Dianne,Queens,Rosedale,40.68263,-73.72597,Private room,79,1,3,2019-07-01,3.0,3,89
34711272,Double bed in living room - heart of Manhattan,261802105,Michael,Manhattan,East Village,40.72486,-73.98121,Shared room,70,1,4,2019-06-25,4.0,1,55
25871075,2 Story Apartment in Greenwich Village,17170106,Taylor,Manhattan,Greenwich Village,40.73416,-73.99446,Entire home/apt,250,2,3,2018-10-22,0.24,1,0
31413900,"Maximum Comfort, Minimum Expenditure 1min to train",235302401,Kin,Brooklyn,Sunset Park,40.64373,-74.01351,Private room,49,1,9,2019-06-21,1.59,3,177
7031803,1 bdr in the heart of Harlem,1971850,Jonathan,Manhattan,Harlem,40.81054,-73.94447,Private room,135,1,0,,,1,0
28307159,Queens Palace,129038733,George & Kevin,Queens,Ditmars Steinway,40.77658,-73.90344,Entire home/apt,100,3,12,2018-12-30,1.21,1,0
5692870,Greenpoint Master Bedroom,4471002,Janet,Brooklyn,Greenpoint,40.72705,-73.95504,Private room,70,5,0,,,2,0
9775146,"Comfy 2BR + Outdoor patio/ Subway 2,3",50396427,Anu -Nicole,Brooklyn,Prospect Heights,40.67702,-73.96445,Entire home/apt,128,28,12,2019-05-09,0.31,1,256
18764,Cozy 2 BR in Williamsburg ,72014,Lulú,Brooklyn,Williamsburg,40.71154,-73.96112,Private room,145,3,61,2019-04-22,0.54,4,238
