customer_id,tenure_months,monthly_charges,contract_type,autopay,internet_service,support_tickets_90d,late_payments_6m,streaming_tv,online_security,senior,region,avg_data_gb,satisfaction_score,retention_offer_last30d,cancellation_request_flag,exit_survey_completed,churn_next_30d
C100260,68,51.86,Month-to-month,No,Fiber,4,1,No,No,No,South,193.0,5,No,No,No,No
C100261,23,27.2,Month-to-month,Yes,None,3,0,Yes,No,No,West,235.6,9,No,No,No,No
C100262,33,40.84,Two-year,Yes,DSL,1,0,Yes,No,No,East,233.7,8,No,No,No,No
C100263,9,58.47,Month-to-month,No,DSL,0,0,No,Yes,No,West,101.4,5,Yes,No,No,No
C100264,24,69.39,Month-to-month,No,DSL,2,2,Yes,No,No,North,182.1,5,No,No,No,No
C100265,47,46.66,One-year,Yes,DSL,3,1,Yes,No,No,South,313.9,7,No,No,No,No
C100266,5,75.35,One-year,No,Fiber,1,4,No,Yes,No,East,243.6,5,No,Yes,No,Yes
C100267,41,48.97,One-year,Yes,None,2,0,Yes,Yes,No,East,234.0,8,Yes,No,Yes,Yes
C100268,5,76.29,Month-to-month,No,Fiber,1,0,No,Yes,Yes,East,247.5,5,No,No,No,No
C100269,46,74.19,Two-year,Yes,Fiber,2,2,Yes,No,Yes,North,273.2,8,No,No,No,No
C100270,41,29.4,Month-to-month,Yes,None,2,1,No,No,No,West,389.2,7,No,No,No,No
C100271,44,46.28,Two-year,Yes,DSL,1,1,No,Yes,No,East,137.3,5,No,No,No,No
C100272,29,63.31,Month-to-month,No,Fiber,5,2,Yes,No,No,North,93.5,6,No,No,No,No
C100273,13,59.58,One-year,Yes,Fiber,6,3,Yes,Yes,No,North,243.9,7,No,Yes,No,Yes
C100274,36,71.98,Month-to-month,Yes,Fiber,1,2,No,Yes,No,East,250.0,5,No,No,No,No
C100275,71,60.02,Month-to-month,No,DSL,2,2,Yes,No,No,East,219.5,5,Yes,No,No,No
C100276,10,77.7,One-year,No,Fiber,2,1,No,Yes,No,East,207.7,4,No,No,Yes,Yes
C100277,63,68.95,Two-year,No,Fiber,1,2,Yes,No,No,East,199.6,5,No,No,Yes,Yes
C100278,33,68.86,One-year,Yes,Fiber,2,3,Yes,Yes,No,East,231.8,6,No,No,No,No
C100279,62,68.33,Month-to-month,Yes,DSL,0,0,Yes,No,No,North,137.0,5,No,No,No,No
C100280,19,46.79,Month-to-month,No,None,4,0,No,Yes,Yes,East,227.3,7,Yes,No,No,No
C100281,47,67.55,Month-to-month,No,Fiber,1,0,No,Yes,No,East,186.3,7,No,No,No,No
C100282,52,47.19,Two-year,Yes,Fiber,0,1,No,No,No,West,280.6,7,No,No,No,No
C100283,43,57.33,Month-to-month,Yes,Fiber,1,1,Yes,No,No,South,215.5,6,No,No,No,No
C100284,15,68.09,Month-to-month,Yes,Fiber,3,0,No,No,No,South,121.9,9,No,No,No,No
C100285,51,75.47,One-year,Yes,Fiber,2,0,Yes,No,No,West,213.6,6,No,Yes,No,Yes
C100286,67,57.1,Month-to-month,No,Fiber,1,2,Yes,No,No,West,129.4,8,No,No,No,No
C100287,71,86.32,Month-to-month,No,Fiber,3,0,No,No,No,West,211.6,7,No,Yes,Yes,Yes
C100288,67,88.11,Two-year,No,Fiber,3,2,Yes,Yes,No,West,239.2,6,No,No,No,No
C100289,30,65.13,Month-to-month,Yes,Fiber,2,1,No,No,No,North,188.5,5,No,Yes,Yes,Yes
C100290,42,75.81,Two-year,No,DSL,2,0,Yes,No,No,East,178.8,8,No,No,No,No
C100291,4,74.22,Month-to-month,No,DSL,1,1,Yes,Yes,No,East,215.4,8,No,No,No,No
C100292,22,28.87,One-year,Yes,None,2,1,No,Yes,No,West,112.9,8,No,Yes,Yes,Yes
C100293,65,53.84,Two-year,Yes,DSL,1,0,No,No,No,West,186.4,7,No,No,No,No
C100294,66,41.15,One-year,No,DSL,2,0,No,No,No,West,92.8,9,No,No,No,No
C100295,9,45.38,One-year,No,Fiber,1,0,No,No,No,South,135.0,7,No,No,No,No
C100296,19,61.74,One-year,Yes,DSL,3,0,Yes,No,No,South,141.7,7,No,No,No,No
C100297,6,73.45,Month-to-month,Yes,Fiber,3,1,Yes,No,No,South,122.2,6,No,No,Yes,Yes
C100298,45,92.3,One-year,Yes,Fiber,1,1,Yes,No,No,South,243.5,8,No,No,No,No
C100299,71,35.92,One-year,Yes,None,1,1,Yes,No,Yes,West,189.1,6,No,No,No,No
C100300,67,68.41,Two-year,No,Fiber,1,2,Yes,No,Yes,West,236.4,7,No,Yes,Yes,Yes
C100301,37,55.38,One-year,Yes,DSL,4,1,No,Yes,No,South,182.6,7,Yes,No,No,No
C100302,21,31.91,Month-to-month,Yes,None,3,0,Yes,No,No,West,168.3,9,No,No,No,No
C100303,49,60.34,One-year,Yes,DSL,1,0,Yes,Yes,No,South,80.9,4,No,No,No,No
C100304,28,94.55,One-year,Yes,Fiber,4,1,Yes,Yes,No,East,187.1,6,No,No,Yes,Yes
C100305,27,58.79,One-year,No,DSL,2,0,Yes,No,No,West,162.2,6,No,No,No,No
C100306,23,56.31,Month-to-month,Yes,Fiber,3,0,Yes,No,No,East,156.4,7,Yes,Yes,Yes,Yes
C100307,11,58.76,Month-to-month,Yes,Fiber,3,0,Yes,Yes,No,South,336.6,5,No,No,No,No
C100308,56,69.92,Month-to-month,Yes,Fiber,2,0,Yes,Yes,No,East,71.2,6,No,No,No,No
C100309,28,78.09,One-year,No,Fiber,0,0,Yes,Yes,No,East,221.4,5,No,No,No,No
C100310,3,18.0,One-year,Yes,None,1,2,Yes,Yes,No,West,149.2,7,No,No,No,No
C100311,5,56.6,One-year,Yes,Fiber,2,1,Yes,No,No,North,210.4,6,No,No,No,No
C100312,58,72.13,Month-to-month,Yes,Fiber,2,0,Yes,No,No,South,174.7,6,No,No,No,No
C100313,32,29.18,Two-year,Yes,None,1,1,Yes,No,No,East,196.9,8,No,No,No,No
C100314,59,64.64,One-year,Yes,Fiber,2,0,No,Yes,No,North,329.2,6,Yes,No,No,No
C100315,11,18.0,Month-to-month,Yes,None,3,1,Yes,No,Yes,South,129.7,7,No,No,No,No
C100316,9,52.18,Two-year,Yes,DSL,0,0,Yes,No,No,East,208.1,6,Yes,No,No,No
C100317,70,56.53,Month-to-month,Yes,DSL,1,1,Yes,Yes,No,North,132.4,7,No,No,No,No
C100318,61,76.77,One-year,Yes,Fiber,1,0,Yes,No,No,South,140.8,6,No,No,No,No
C100319,67,76.69,Month-to-month,Yes,Fiber,3,2,Yes,Yes,No,North,195.0,6,No,No,No,No
C100320,6,77.89,Month-to-month,No,Fiber,0,1,Yes,Yes,Yes,West,314.3,7,No,No,No,No
C100321,15,37.09,One-year,No,DSL,3,1,No,Yes,No,East,342.7,7,No,No,No,No
C100322,66,67.03,Month-to-month,Yes,Fiber,1,1,No,Yes,No,South,307.9,4,No,Yes,No,No
C100323,50,48.5,One-year,No,Fiber,1,1,Yes,No,No,West,205.7,6,No,No,No,No
C100324,70,82.29,Month-to-month,No,Fiber,1,0,Yes,Yes,No,South,255.3,7,No,No,No,No
C100325,21,48.37,Month-to-month,No,Fiber,2,0,Yes,No,No,North,158.6,6,Yes,No,No,No
C100326,38,48.76,Month-to-month,Yes,DSL,1,0,Yes,No,Yes,South,201.6,6,No,No,No,No
C100327,56,56.24,Month-to-month,Yes,DSL,2,0,Yes,No,Yes,East,302.2,8,No,No,No,No
C100328,51,72.15,Month-to-month,Yes,Fiber,3,1,No,Yes,No,West,230.8,8,Yes,No,No,No
C100329,11,54.18,Month-to-month,Yes,DSL,0,1,No,Yes,No,North,202.4,7,No,No,No,No
C100330,5,65.46,Two-year,Yes,DSL,4,1,Yes,Yes,No,West,158.9,7,No,No,No,No
C100331,24,84.89,Month-to-month,Yes,Fiber,0,0,Yes,Yes,No,East,234.5,7,No,No,No,No
C100332,47,63.09,Month-to-month,No,DSL,3,0,Yes,No,Yes,East,278.2,5,No,No,No,No
C100333,29,68.18,Month-to-month,Yes,DSL,2,1,Yes,No,No,East,209.3,6,No,Yes,No,Yes
C100334,21,51.26,One-year,No,DSL,0,1,Yes,Yes,No,South,212.7,7,No,No,No,No
C100335,53,45.56,Month-to-month,Yes,None,2,0,Yes,Yes,Yes,North,141.5,8,Yes,No,No,No
C100336,15,47.18,Month-to-month,Yes,DSL,1,0,No,Yes,No,West,139.4,8,No,No,No,No
C100337,20,61.19,One-year,Yes,DSL,1,0,Yes,Yes,No,North,272.2,6,No,No,No,No
C100338,61,72.41,Two-year,No,Fiber,2,1,Yes,Yes,No,North,201.2,6,No,No,No,No
C100339,52,37.8,Month-to-month,No,DSL,1,1,Yes,No,No,West,104.0,7,No,No,No,No
C100340,38,64.68,Month-to-month,Yes,DSL,2,1,Yes,Yes,No,South,77.6,7,Yes,No,No,No
C100341,69,85.29,Month-to-month,No,Fiber,1,2,Yes,No,No,South,174.9,6,No,No,No,No
C100342,46,45.28,Two-year,Yes,None,2,1,Yes,No,Yes,East,115.6,9,No,No,No,No
C100343,44,69.57,One-year,Yes,Fiber,0,2,Yes,No,No,East,211.9,6,No,No,No,No
C100344,10,62.48,Month-to-month,Yes,Fiber,2,0,Yes,No,No,East,199.0,6,No,No,No,No
C100345,20,53.55,Month-to-month,Yes,Fiber,2,0,No,No,No,South,267.7,6,No,No,No,No
C100346,61,53.89,Month-to-month,Yes,DSL,1,1,Yes,Yes,No,South,169.1,4,No,No,No,No
C100347,11,66.46,Month-to-month,No,DSL,2,0,No,Yes,No,South,213.4,6,No,No,No,No
C100348,45,27.49,Month-to-month,No,None,0,0,Yes,No,No,South,325.3,8,No,No,No,No
C100349,29,81.77,Month-to-month,Yes,Fiber,2,1,Yes,No,No,South,154.7,8,No,No,No,No
C100350,59,80.91,Two-year,No,Fiber,1,1,Yes,Yes,No,East,233.4,6,No,No,No,No
C100351,65,52.34,Month-to-month,Yes,DSL,1,1,No,No,No,North,293.9,6,No,No,No,No
C100352,56,59.42,Month-to-month,Yes,Fiber,0,1,Yes,No,No,East,287.1,7,No,No,No,No
C100353,16,76.64,Month-to-month,No,DSL,0,0,Yes,Yes,No,East,128.4,6,No,No,No,No
C100354,57,64.29,Two-year,No,Fiber,2,0,Yes,No,No,East,252.6,6,No,No,No,No
C100355,3,92.99,Month-to-month,No,Fiber,1,1,Yes,Yes,No,East,117.2,7,No,No,No,No
C100356,34,61.74,Two-year,Yes,Fiber,0,2,Yes,Yes,Yes,South,277.7,8,No,No,No,No
C100357,57,60.96,Month-to-month,Yes,DSL,5,0,Yes,Yes,No,West,203.6,6,No,No,No,No
C100358,16,50.22,Month-to-month,Yes,None,2,0,Yes,Yes,Yes,South,197.5,7,No,No,No,No
C100359,57,83.3,Month-to-month,No,Fiber,0,0,No,Yes,Yes,North,282.2,7,No,No,No,No
C100360,54,36.38,Two-year,Yes,None,3,3,No,No,No,West,107.6,6,No,No,No,No
C100361,22,76.53,One-year,No,Fiber,0,0,Yes,No,No,West,175.1,8,No,Yes,Yes,Yes
C100362,44,76.49,Two-year,No,DSL,2,1,Yes,No,No,North,286.0,8,No,No,No,No
C100363,24,56.53,Month-to-month,Yes,Fiber,1,0,No,Yes,No,South,253.8,5,No,No,No,No
C100364,45,54.16,Month-to-month,No,Fiber,1,1,Yes,No,Yes,North,110.5,8,No,Yes,No,Yes
C100365,48,81.89,Month-to-month,Yes,DSL,2,2,Yes,No,No,South,236.1,5,No,Yes,Yes,Yes
C100366,42,68.56,Month-to-month,Yes,Fiber,2,0,Yes,No,Yes,East,238.6,6,No,Yes,Yes,Yes
C100367,10,70.59,One-year,Yes,Fiber,0,2,Yes,No,No,East,137.7,8,No,No,No,No
C100368,37,73.46,One-year,Yes,Fiber,1,1,No,Yes,No,West,140.8,7,No,No,No,No
C100369,15,63.12,Month-to-month,Yes,Fiber,1,0,No,No,Yes,East,152.8,6,No,No,No,Yes
C100370,34,69.44,Month-to-month,No,DSL,0,0,No,No,Yes,North,241.2,7,No,No,No,No
C100371,62,75.08,Month-to-month,Yes,Fiber,2,2,Yes,Yes,No,South,146.8,5,No,No,No,No
C100372,29,80.94,Month-to-month,Yes,Fiber,0,2,Yes,Yes,No,East,213.3,7,No,No,No,No
C100373,62,52.2,Month-to-month,No,DSL,1,0,No,Yes,No,East,335.7,8,No,No,No,No
C100374,35,77.27,Month-to-month,Yes,Fiber,0,1,Yes,Yes,Yes,South,144.7,6,No,No,No,No
C100375,55,79.65,Month-to-month,Yes,DSL,1,1,Yes,No,No,South,203.4,7,No,No,No,No
C100376,20,61.67,Month-to-month,No,Fiber,3,0,Yes,No,No,West,104.7,7,No,No,Yes,Yes
C100377,42,59.43,Two-year,Yes,Fiber,3,1,No,No,Yes,North,241.3,7,No,No,No,No
C100378,31,55.0,Month-to-month,No,DSL,2,3,Yes,No,No,West,258.3,5,No,No,No,No
C100379,30,85.37,Two-year,No,Fiber,0,1,Yes,Yes,Yes,South,109.9,8,No,No,No,No
C100380,6,50.98,Month-to-month,Yes,Fiber,1,1,No,Yes,No,East,68.3,5,No,No,No,No
C100381,10,38.53,One-year,No,DSL,2,0,No,No,No,North,301.2,6,No,Yes,No,Yes
C100382,57,71.2,Month-to-month,Yes,DSL,1,1,Yes,Yes,No,North,197.7,6,No,No,No,No
C100383,12,56.72,Two-year,No,DSL,1,0,No,No,No,East,236.0,6,No,No,No,No
C100384,65,93.33,One-year,Yes,Fiber,2,1,Yes,Yes,No,West,60.2,8,No,No,No,No
C100385,4,65.03,Month-to-month,No,Fiber,2,2,Yes,No,Yes,North,157.8,4,No,No,No,No
C100386,68,58.55,Month-to-month,No,DSL,0,1,No,Yes,No,North,225.2,5,No,No,No,No
C100387,5,23.08,One-year,Yes,None,0,1,No,Yes,No,East,233.2,8,No,No,No,No
C100388,22,55.4,Month-to-month,Yes,Fiber,1,1,No,Yes,No,North,208.4,6,Yes,No,No,No
C100389,31,62.31,Month-to-month,Yes,Fiber,0,3,Yes,Yes,No,South,183.2,7,No,Yes,Yes,Yes
C100390,41,25.29,Month-to-month,No,DSL,0,2,No,Yes,Yes,North,158.0,6,Yes,No,No,No
C100391,64,58.54,One-year,No,Fiber,1,0,No,No,No,West,310.8,7,No,No,No,No
C100392,10,71.45,Month-to-month,Yes,Fiber,1,2,No,Yes,No,South,159.0,7,No,No,No,No
C100393,11,71.44,Month-to-month,Yes,DSL,1,1,Yes,No,No,South,233.7,7,No,No,No,No
C100394,2,67.29,Month-to-month,Yes,Fiber,2,0,Yes,No,No,South,258.9,7,Yes,Yes,Yes,Yes
C100395,7,46.41,Two-year,No,None,0,2,Yes,Yes,No,West,237.7,6,No,No,No,No
C100396,62,70.16,One-year,Yes,Fiber,0,1,Yes,No,No,East,88.1,7,No,No,No,No
C100397,2,49.76,One-year,Yes,Fiber,3,0,No,No,No,East,136.5,8,No,No,No,No
C100398,17,52.67,Month-to-month,No,DSL,5,0,Yes,Yes,No,South,319.7,6,No,No,No,Yes
C100399,65,53.46,Month-to-month,Yes,DSL,5,1,Yes,Yes,No,East,286.2,6,No,No,No,No
C100400,66,55.25,One-year,Yes,Fiber,2,1,Yes,No,No,West,308.2,9,No,No,No,No
C100401,70,71.21,One-year,Yes,DSL,1,1,Yes,No,No,West,195.3,7,No,No,No,No
C100402,27,66.04,Month-to-month,Yes,Fiber,2,0,Yes,Yes,No,West,205.2,5,No,No,No,No
C100403,26,65.07,Month-to-month,Yes,Fiber,2,1,Yes,No,Yes,South,131.3,7,No,No,No,No
C100404,39,70.38,Month-to-month,No,DSL,0,0,No,No,No,East,107.5,7,Yes,No,Yes,Yes
C100405,22,65.88,Month-to-month,Yes,Fiber,1,1,Yes,No,No,South,268.4,6,Yes,No,No,No
C100406,40,67.37,One-year,No,Fiber,1,0,Yes,Yes,No,North,207.6,5,Yes,No,No,No
C100407,29,67.29,Month-to-month,No,Fiber,0,0,No,No,Yes,North,183.3,10,No,Yes,No,No
C100408,71,86.93,Month-to-month,Yes,Fiber,3,1,Yes,Yes,Yes,East,117.5,4,No,No,No,No
C100409,44,18.0,Month-to-month,No,None,1,0,No,No,Yes,West,280.2,9,No,No,No,No
C100410,2,77.17,Two-year,Yes,DSL,1,2,Yes,Yes,No,North,76.1,5,No,No,Yes,Yes
C100411,7,75.9,Month-to-month,No,Fiber,1,1,Yes,No,No,East,71.2,6,No,No,No,Yes
C100412,20,63.46,Month-to-month,No,Fiber,3,2,Yes,No,No,West,158.6,7,No,No,No,No
C100413,57,59.53,One-year,Yes,DSL,0,1,Yes,Yes,No,North,83.5,8,No,No,No,No
C100414,48,48.19,Month-to-month,Yes,DSL,1,1,Yes,Yes,No,South,167.1,8,No,No,No,No
C100415,54,59.82,One-year,Yes,Fiber,1,0,No,Yes,No,West,259.2,6,No,No,No,No
C100416,29,45.72,Two-year,No,Fiber,2,5,No,No,Yes,East,225.8,4,No,No,No,No
C100417,69,38.04,Month-to-month,No,DSL,1,0,No,Yes,Yes,West,190.6,9,No,No,No,No
C100418,70,61.0,Month-to-month,Yes,Fiber,1,2,No,Yes,No,South,29.3,5,No,No,No,No
C100419,68,78.68,Month-to-month,Yes,Fiber,1,1,Yes,Yes,No,North,235.4,3,No,No,No,No
C100420,11,72.0,Month-to-month,No,Fiber,1,3,No,Yes,No,West,207.7,5,No,No,No,No
C100421,57,80.45,One-year,No,Fiber,2,0,Yes,Yes,No,North,265.8,6,No,No,No,No
C100422,38,78.9,Month-to-month,Yes,DSL,1,1,Yes,Yes,Yes,North,181.7,6,No,No,No,No
C100423,69,83.72,One-year,Yes,Fiber,0,1,Yes,Yes,Yes,West,32.5,8,No,No,No,No
C100424,33,48.37,Two-year,Yes,DSL,3,3,Yes,No,No,East,139.0,8,No,No,No,No
C100425,65,42.51,Two-year,Yes,DSL,3,1,No,Yes,No,West,167.4,8,No,No,No,No
C100426,41,92.1,Month-to-month,No,Fiber,0,1,Yes,Yes,No,West,125.6,5,No,Yes,No,Yes
C100427,9,52.75,Two-year,Yes,DSL,4,1,Yes,No,No,North,305.2,7,No,No,No,Yes
C100428,60,57.47,Month-to-month,Yes,DSL,2,1,Yes,No,No,East,245.7,6,Yes,No,No,No
C100429,46,64.61,Month-to-month,No,DSL,3,1,Yes,Yes,Yes,South,127.6,5,No,Yes,Yes,Yes
C100430,66,52.78,One-year,No,DSL,0,2,Yes,No,No,West,247.7,7,No,No,No,No
C100431,55,58.7,One-year,Yes,Fiber,3,0,Yes,Yes,No,East,94.4,5,Yes,No,No,No
C100432,70,61.0,One-year,No,Fiber,1,2,No,No,Yes,East,331.8,4,No,No,No,Yes
C100433,72,47.64,Month-to-month,Yes,None,2,1,Yes,Yes,Yes,South,195.9,6,No,No,No,No
C100434,68,51.11,Month-to-month,Yes,DSL,3,1,No,No,No,East,137.3,5,No,No,No,No
C100435,61,63.73,Two-year,No,DSL,1,0,Yes,No,No,South,170.9,8,No,No,No,No
C100436,59,89.98,One-year,Yes,Fiber,3,1,No,No,No,East,138.4,5,Yes,Yes,No,No
C100437,9,46.19,Two-year,No,DSL,1,1,Yes,No,No,North,237.5,7,No,No,No,No
C100438,53,58.07,One-year,Yes,Fiber,3,0,No,No,No,South,140.4,9,No,No,No,No
C100439,41,102.14,Month-to-month,Yes,Fiber,2,1,Yes,No,No,South,161.3,7,No,Yes,Yes,Yes
C100440,15,59.55,Month-to-month,No,Fiber,1,0,Yes,No,Yes,West,145.0,9,No,Yes,No,No
C100441,24,52.04,One-year,No,Fiber,2,2,No,No,No,East,83.5,4,No,Yes,Yes,Yes
C100442,47,51.06,Two-year,No,DSL,3,0,No,No,No,East,223.9,6,No,No,No,No
C100443,51,78.96,One-year,Yes,Fiber,2,0,No,Yes,No,West,255.8,6,No,No,No,No
C100444,55,47.29,Month-to-month,Yes,None,1,1,No,No,Yes,South,183.4,6,No,No,No,No
C100445,51,69.3,Two-year,Yes,Fiber,4,1,Yes,No,No,East,182.3,6,No,Yes,No,Yes
C100446,21,67.52,One-year,No,Fiber,0,1,Yes,No,Yes,East,119.1,8,No,No,No,No
C100447,38,67.69,Two-year,Yes,Fiber,3,2,No,No,No,South,362.6,6,No,No,No,No
C100448,20,51.84,Month-to-month,No,Fiber,2,1,Yes,No,No,South,195.3,7,Yes,No,No,No
C100449,49,74.92,Month-to-month,Yes,Fiber,5,2,Yes,Yes,Yes,East,122.5,3,Yes,No,No,No
C100450,9,41.83,Month-to-month,No,DSL,1,3,Yes,No,No,East,253.7,7,No,Yes,Yes,Yes
C100451,8,54.12,Two-year,Yes,Fiber,2,0,No,Yes,No,North,217.4,8,Yes,No,No,No
C100452,33,97.17,Month-to-month,No,Fiber,3,0,Yes,Yes,Yes,West,393.0,4,No,No,No,No
C100453,54,108.0,Two-year,No,Fiber,1,0,Yes,Yes,No,North,216.3,7,No,No,No,No
C100454,12,40.36,Month-to-month,No,DSL,0,3,Yes,No,No,East,294.5,5,No,No,No,No
C100455,36,60.02,Month-to-month,No,DSL,2,0,No,Yes,Yes,West,356.7,6,No,No,No,No
C100456,9,40.38,Month-to-month,Yes,DSL,1,0,No,No,Yes,South,155.5,7,Yes,No,No,No
C100457,24,67.21,Month-to-month,No,Fiber,1,1,Yes,Yes,No,South,255.2,6,Yes,No,No,No
C100458,53,60.72,Month-to-month,No,Fiber,0,1,No,Yes,No,North,281.4,7,No,No,No,No
C100459,12,62.28,Two-year,No,DSL,3,1,Yes,No,Yes,East,54.9,7,Yes,No,No,No
C100460,49,63.08,One-year,Yes,DSL,0,0,Yes,No,No,South,322.1,9,No,No,No,No
C100461,39,40.08,Two-year,Yes,Fiber,2,0,No,Yes,No,East,166.1,7,No,No,No,No
C100462,30,46.16,Month-to-month,No,DSL,0,0,Yes,No,No,North,202.9,5,No,No,No,No
C100463,70,47.33,Month-to-month,No,DSL,5,1,Yes,No,No,East,204.4,4,No,No,No,No
C100464,41,51.87,Month-to-month,Yes,DSL,2,0,Yes,No,No,West,167.6,7,No,No,No,No
C100465,4,86.84,Month-to-month,Yes,Fiber,4,0,Yes,Yes,No,West,146.9,5,No,No,No,No
C100466,32,62.32,Two-year,No,DSL,0,1,No,No,No,South,176.1,8,No,No,No,No
C100467,40,70.14,Two-year,No,DSL,2,2,Yes,Yes,No,South,96.5,7,No,No,Yes,Yes
C100468,70,87.81,Month-to-month,Yes,Fiber,4,0,Yes,Yes,No,East,210.2,4,No,Yes,No,Yes
C100469,20,85.34,Month-to-month,Yes,Fiber,1,2,Yes,Yes,No,South,302.6,7,No,Yes,Yes,Yes
C100470,12,43.81,Month-to-month,No,None,1,0,Yes,No,Yes,East,172.1,8,No,No,No,No
C100471,27,44.58,One-year,Yes,Fiber,1,0,No,Yes,No,South,257.6,9,No,No,No,No
C100472,20,61.09,Month-to-month,No,Fiber,4,2,No,Yes,No,North,161.3,4,Yes,No,No,No
C100473,28,27.8,One-year,Yes,Fiber,3,5,No,No,No,West,180.2,7,No,No,No,No
C100474,11,20.72,Month-to-month,Yes,DSL,0,2,No,Yes,No,North,259.8,9,No,No,No,No
C100475,21,59.15,One-year,Yes,DSL,1,0,Yes,No,No,East,149.9,7,No,No,No,No
C100476,67,94.19,Month-to-month,Yes,Fiber,0,1,Yes,No,No,East,165.6,5,No,No,No,No
C100477,54,55.09,Two-year,Yes,DSL,0,1,No,No,No,West,131.7,5,No,No,No,No
C100478,37,76.16,Two-year,Yes,Fiber,2,1,No,Yes,Yes,East,124.0,7,No,No,No,No
C100479,10,102.83,Month-to-month,Yes,Fiber,0,0,Yes,Yes,No,West,232.7,7,No,No,No,No
C100480,56,57.44,Two-year,Yes,DSL,3,1,No,Yes,No,North,218.9,7,No,No,No,No
C100481,16,72.25,Month-to-month,No,DSL,0,1,Yes,Yes,Yes,West,204.4,5,No,No,No,No
C100482,72,75.02,Month-to-month,No,DSL,2,0,Yes,Yes,No,South,39.6,8,No,No,No,No
C100483,9,55.52,Month-to-month,Yes,DSL,0,0,Yes,No,No,South,142.5,10,No,No,No,No
C100484,29,38.31,One-year,No,None,3,0,No,Yes,Yes,South,162.5,8,No,No,No,No
C100485,33,53.77,Two-year,Yes,DSL,2,1,No,Yes,No,North,254.4,6,No,No,No,No
C100486,44,74.47,Two-year,Yes,Fiber,0,1,Yes,No,No,East,329.9,7,No,No,No,No
C100487,62,67.38,Month-to-month,Yes,DSL,3,0,Yes,No,No,East,172.9,6,No,No,No,No
C100488,20,81.89,One-year,Yes,Fiber,1,0,No,Yes,No,East,187.1,9,No,Yes,No,Yes
C100489,4,58.49,Month-to-month,Yes,DSL,2,0,Yes,No,No,South,292.1,10,Yes,No,No,No
C100490,40,55.09,Month-to-month,Yes,DSL,0,3,Yes,No,No,South,57.8,7,No,Yes,Yes,Yes
C100491,30,74.62,Month-to-month,Yes,DSL,1,1,Yes,Yes,No,South,93.3,7,No,No,No,No
C100492,20,53.81,Month-to-month,Yes,DSL,3,1,No,Yes,No,West,298.3,5,No,No,No,No
C100493,70,82.52,One-year,Yes,Fiber,3,1,Yes,Yes,No,West,188.5,6,No,No,No,No
C100494,54,52.08,Month-to-month,No,None,0,0,Yes,No,No,North,70.0,7,No,No,No,No
C100495,45,64.76,Two-year,Yes,DSL,1,1,Yes,No,No,North,296.5,9,No,No,No,No
C100496,24,60.26,Two-year,Yes,Fiber,3,0,Yes,Yes,No,North,172.4,6,No,No,No,No
C100497,66,75.09,Month-to-month,No,Fiber,1,0,Yes,No,No,South,211.3,5,No,Yes,Yes,Yes
C100498,1,67.63,One-year,No,None,1,1,Yes,Yes,Yes,West,122.5,6,No,Yes,No,Yes
C100499,36,74.54,Month-to-month,Yes,Fiber,0,0,Yes,No,No,South,0.0,10,No,No,No,No
C100500,59,90.42,Month-to-month,Yes,Fiber,1,1,Yes,No,Yes,North,145.5,7,No,Yes,No,Yes
C100501,49,88.59,Two-year,Yes,Fiber,2,1,Yes,No,No,South,202.5,8,No,No,No,No
C100502,8,45.84,Month-to-month,Yes,Fiber,0,0,No,No,No,South,117.0,6,No,No,No,Yes
C100503,67,72.98,One-year,No,Fiber,0,3,Yes,No,No,North,206.5,5,No,No,No,No
C100504,55,71.07,One-year,Yes,Fiber,4,0,Yes,Yes,No,West,145.8,8,No,No,No,No
C100505,47,91.4,Month-to-month,No,Fiber,3,1,Yes,No,No,West,265.7,5,No,No,No,No
C100506,23,52.96,Month-to-month,No,DSL,2,0,No,Yes,No,East,174.6,5,No,No,No,No
C100507,11,77.55,Month-to-month,Yes,DSL,2,0,Yes,Yes,No,West,323.2,7,Yes,No,No,No
C100508,2,65.19,Two-year,Yes,Fiber,3,0,Yes,No,Yes,North,87.8,7,No,No,No,No
C100509,39,53.93,One-year,No,Fiber,1,0,Yes,No,No,South,171.5,8,No,No,No,No
C100510,13,72.19,Month-to-month,Yes,DSL,1,0,Yes,No,No,East,293.2,7,No,No,No,No
C100511,57,61.91,Month-to-month,No,DSL,2,0,Yes,No,No,East,60.8,6,No,No,No,No
C100512,15,54.16,Month-to-month,No,DSL,2,2,No,No,No,West,206.0,8,No,Yes,Yes,Yes
C100513,63,53.16,Month-to-month,No,Fiber,1,0,Yes,Yes,No,North,272.8,5,No,No,No,No
C100514,35,47.22,Two-year,No,DSL,3,1,No,No,No,East,220.0,5,No,No,No,No
C100515,6,42.72,One-year,Yes,None,2,0,No,No,No,West,177.8,6,No,No,No,No
C100516,13,48.21,Month-to-month,Yes,DSL,2,1,Yes,No,No,East,233.9,4,No,No,No,Yes
C100517,40,46.29,Month-to-month,Yes,None,1,1,Yes,Yes,No,North,227.8,5,No,No,No,No
C100518,50,69.37,Month-to-month,No,DSL,1,1,No,No,No,West,227.8,5,No,No,No,No
C100519,9,44.65,One-year,No,DSL,4,2,Yes,No,Yes,East,258.6,4,No,No,No,No
C100520,29,56.89,Two-year,Yes,Fiber,2,0,No,Yes,No,South,163.2,7,Yes,No,No,No
