order_id,order_date,ship_date,region,city,category,subcategory,sales_channel,customer_type,quantity,unit_price,discount,revenue,returned,notes
ORD-1110,May 03 2025,2025-05-06,Midwest,Chicago,Furniture,Bookcase,Online ,Home Office,1,217.20,0,$217.20,No,late addr fix
ORD-1110,2025-05-03,2025-05-06,Midwest,Chicago,Furniture,Bookcase,Online,Home Office,1,USD 219.41,0.05,$208.44,No,—
ORD-1111,Mar 06 2025,3/8/25,South,Nashville,Technology,headphones,Online,Consumer,2,83.84,0.10,150.91,No,rush
ORD-1111,Mar 06 2025,3/8/25,South,Nashville,Furniture,Bookcase,Online ,Consumer,1,$211.80,0,211.80 USD,—,late addr fix
ORD-1112,03-22-2025,Mar 28 2025,Midwest,Madison,Furniture ,Bookcase,In-Store,Consumer,2,$227.18,5%,-$258.99,yes,gift
ORD-1113,02-03-2025,Feb 04 2025,West,Phoenix,Technology,Headphones,Online,Consumer,2,$68.88,0,137.75,FALSE,
ORD-1113,Feb 03 2025,2025-02-04,West,Phoenix,Technology ,Laptop,Online,Consumer,2,—,0.10,"1,842.57 USD",FALSE,.
ORD-1114,2025-07-23,7/28/25,South,Houston,Furniture,Desk,Online,Consumer,3, 240.92 ,0.15,unknown,0,gift
ORD-1115,2025-01-09,1/11/25,Midwest,Milwaukee,Office Supplies,Paper,In-Store,Consumer ,2,$13.30,0.10,23.94 USD,FALSE,late addr fix
ORD-1115,not recorded,Jan 11 2025,Midwest,Milwaukee ,Office Supplies,Binder,In-Store,Consumer,2 units,8.38,0.10,15.08,yes,
ORD-1116,1/15/25,1/18/25,Northeast,Boston,office supplies,Paper,Online,Consumer ,3,12.55,10%, 33.88 ,No,priority
ORD-1117,4/11/25,2025-04-16,midwest,Milwaukee,Office Supplies,Paper,instore,Consumer,1,$13.33,0.10,11.99,N,.
ORD-1118,May 31 2025,2025/06/05,South,Nashville,Furniture,Bookcase,In-Store ,Consumer,5,246.05,10%,"$1,107.24",0,
ORD-1118,2025-05-31,2025-06-05,South,Nashville,Technology,Headphones,In-Store,Consumer,1,68.81,0%,$68.81,no,.
ORD-1119,2025-07-09,2025/07/13,South ,Dallas,Office Supplies,Pen,unknown,Consumer,2,3.28,.10,$5.90,no,
ORD-1119,7/9/25,Jul 13 2025,South,Dallas,Office Supplies,Binder,In-Store ,Consumer,2,8.35,none,16.70 USD,0,late addr fix
ORD-1120,Jun 14 2025,2025/06/20,Northeast,Boston,Office Supplies,Binder,Online,Corporate,3,9.42,0%,$28.26,no,
ORD-1120,2025-06-14,2025-06-20,Northeast,Boston,Furniture,Bookcase,Online ,Corporate,2, 236.43 ,0%,472.87,FALSE,
ORD-1121,Feb 12 2025,2/16/25,south,Dallas,Office Supplies,Pen,Online,Consumer,2,3.06,5%,5.81,0,priority
ORD-1121,2025-02-12,2025-02-16,South,Dallas,Office Supplies,Pen,Online,Consumer,1, 2.95 ,0.05,$2.80,No,rush
ORD-1122,2025-05-26,May 29 2025,South,Dallas,Office Supplies,Binder,In-Store,Corporate,1 units,USD 7.85, 15% ,-$4.01,1,
ORD-1123,6/14/25,Jun 19 2025,Northeast,New York,Technology,Laptop,Online ,Consumer ,1,881.07,0.15,$748.91,FALSE,gift
ORD-1123,Jun 14 2025,6/19/25,Northeast,New York,Furniture,Bookcase,online,Consumer,2,224.89,0,449.78,N,
ORD-1124,2025-02-27,TBD,Midwest,Chicago,Office Supplies,Pen,In-Store,Corporate,1,USD 2.59,0.10,$2.33,no,
ORD-1124,02-27-2025,2025-03-05,Midwest,Chicago,Furniture,Desk,In-Store,Corporate,4,$312.44,5%,"$1,187.29",no,
ORD-1124,Feb 27 2025,3/5/25,Midwest,Chicago,Office Supplies,Pen,In-Store,Corporate,1,$2.82,0%, 2.82 ,FALSE,—
ORD-1125,Apr 30 2025,5/3/25,South,Nashville,technology,Headphones,Phone Order,Corporate,.,93,0%,185.31 USD,1,rush
ORD-1126,07-01-2025,2025-07-03,West,Seattle,Furniture,Desk,Online,Corporate,5,238.46,20 percent,unknown,N,late addr fix
ORD-1127,06-21-2025,2025-06-23,South,Houston,Office Supplies,Pen,Online ,Corporate,1,3.08,No discount,$3.08,FALSE,priority
ORD-1127,Jun 21 2025,Jun 23 2025,South,Houston,.,Pen,Online,Corporate,5,3.28,0, 16.38 ,N,priority
ORD-1128,2025-04-13,2025-04-18,West,Seattle,Furniture,Desk,Online,consumer,5,261.59,10%,1177.16,N,late addr fix
ORD-1129,07-30-2025,Jul 31 2025,South,Atlanta,Technology,Monitor,Online,Consumer,4,250,0.10,899.17,no,rush
ORD-1130,01-02-2025,Jan 05 2025,West,Phoenix,Office Supplies,Binder,In-Store,Corporate,5, 8.98 , 10% ,40.42,No,.
ORD-1130,1/2/25,2025-01-05,West,Phoenix,Technology,Headphones,In store,Corporate,1,83.97,none,83.97,unknown,rush
ORD-1130,Jan 02 2025,2025/01/05,West,Phoenix,office_supplies,Pen,In-Store ,Corporate,3,2.64,No discount,$7.92,No,rush
ORD-1131,2025-05-13,2025/05/19,West ,Portland,Office Supplies,Paper ,In-Store,Corporate,2 units, 13.77 ,15%,23.41 USD,No,late addr fix
ORD-1131,May 13 2025,2025/05/19,West,Portland,Office Supplies,Paper,In-Store,Corporate,2,11.38,0.10,20.48 USD,no,priority
ORD-1132,2025-05-24,2025-05-29,NE,Pittsburgh,Office Supplies,Pen,In-Store,consumer,2,3.09,5%,$5.88,N,
ORD-1132,05-24-2025,5/29/25,Northeast,Pittsburgh,Technology,Headphones,In-Store,Consumer,1 units,83.50,0%,$83.50,no,
ORD-1133,03-27-2025,3/29/25,South ,Dallas,Technology,Monitor,Online,Home Office,6,248.50,10%,"$1,341.92",0,rush
ORD-1133,3/27/25,2025-03-29,South,Dallas,Technology,Headphones,Online,Home Office,2,USD 74.50,5 percent,141.54,FALSE,priority
ORD-1134,06-21-2025,6/26/25,West,Seattle,Office Supplies,Pen,In-Store,Consumer,4,2.98,15%,$10.12,,.
ORD-1134,Jun 21 2025,2025-06-26,West,Seattle,office supplies,Pen,In-Store,Consumer,3,$2.93,0%,8.78 USD,0,gift
ORD-1135,7/16/25,2025-07-21,midwest,Madison,technology,Laptop,In-Store,Corporate,1,USD 903.84,.10,813.45,0,.
ORD-1136,5/27/25,2025/05/29,Midwest,Milwaukee ,Office Supplies,Pen,In-Store,Consumer,1,2.96,0%,$2.96,no,rush
ORD-1136,05-27-2025,2025/05/29,Midwest,Milwaukee,Office-Supplies,Binder,In-Store,consumer,1,USD 8.19,0.10,$7.37,no,late addr fix
ORD-1137,2/6/25,2/10/25,SOUTH,Atlanta,Furniture,Desk,Online,Consumer,2 units,312.47,5 percent,593.70,no,
ORD-1138,Apr 30 2025,May 06 2025,West,Seattle,Furniture,Chair,In-Store,Corporate,4 units, 137.01 ,none,548.06,No,rush
ORD-1138,4/30/25,May 06 2025,West,Seattle,office_supplies,Binder,In-Store,Corporate ,2,9.02,15%,$15.33,no,
ORD-1138,2025-04-30,2025/05/06,West,Seattle,office supplies,Binder,In store,Corporate,3,$7.53,.15,$19.19,No,rush
ORD-1139,06-14-2025,Jun 16 2025,Northeast,Philadelphia,Furniture,Desk,In-Store,Corporate,2,—,0%,$584.41,No,priority
ORD-1140,2025-07-29,8/4/25,South,Houston ,Furniture,Bookcase,Online,Corporate,1,222.99,0.10,200.69 USD,no,—
ORD-1141,7/5/25,2025-07-11,South,Atlanta,Office Supplies,Binder,Online,Home Office ,1,$7.52,5 percent,$7.15,No,
ORD-1142,Jun 19 2025,2025/06/20,West,Phoenix,Technology ,Laptop,Online,Consumer ,1,914.43,.10,$822.99,FALSE,gift
ORD-1143,Apr 20 2025,2025/04/26,West,Portland,Office Supplies ,paper,Phone Order,Home Office,1,12.76, 5% ,12.12,N,.
ORD-1143,04-20-2025,Apr 26 2025,West,Portland,Office Supplies,Paper,Phone ,Home Office,1,12.64,0.05, 12.01 ,N,.
ORD-1143,4/20/25,Apr 26 2025,West,Portland,Technology,Laptop,phone,Home Office,1,1008.19,0%,"1,008",FALSE,
ORD-1144,Feb 28 2025,3/3/25,South,Atlanta,Technology,Headphones,Online,Consumer,1,$69.38,0%, 69.38 ,—,—
ORD-1145,Apr 27 2025,2025/05/03,south,Nashville,Technology ,Laptop,Online,Consumer,2,1107.72,0.10,"$1,993.89",0,gift
ORD-1146,5/2/25,2025/05/09,Northeast,New York,Technology,Laptop,In-Store,unknown,3,916.46,10 percent,2474.45,0,rush
ORD-1147,2025-04-03,4/6/25,Midwest,milwaukee,Furniture,Bookcase,In store,Corporate,1,247.28,0.15,$210.19,N,
ORD-1148,07-18-2025,7/24/25,Midwest,Chicago,Furniture,Bookcase,In-Store,Corporate,1,231,0, 230.84 USD ,0,rush
ORD-1148,Jul 18 2025,7/24/25,midwest,Chicago ,office_supplies,Binder,In-Store,Corporate ,3,$6.90,0%,$20.69,No,
ORD-1149,7/21/25,7/22/25,SOUTH,Houston,Technology,Laptop,In-Store,Corporate,one,931.95,0.05,$885.36,FALSE,late addr fix
ORD-1150,Jun 21 2025,Jun 28 2025,South,Dallas,Furniture,Desk,In store,Consumer ,5 units,316.67,0%,"$1,583.36",Y,
ORD-1150,2025-06-21,2025/06/28,South,Dallas,Furniture,Bookcase,In-Store,Consumer,4,$204.88,0.15,697,no,—
ORD-1150,06-21-2025,2025/06/28,South,Dallas ,Office Supplies,Pen,In-Store,Consumer,3,$2.85,0%,$8.55,FALSE,late addr fix
ORD-1151,Jul 30 2025,Aug 05 2025,South,Atlanta,Office-Supplies,Paper,In-Store,Corporate,5,12.74,15%,$54.14,0,—
ORD-1151,7/30/25,2025/08/05,South ,Atlanta ,Technology,Headphones,In-Store,Corp,4,$80.86,0.10,$291.09,no,gift
ORD-1152,6/19/25,2025/06/25,West,Seattle,Furniture,Desk,Phone,consumer,1,272,0%,(163.18),TRUE,priority
ORD-1152,2025-06-19,Jun 25 2025,West,Seattle,Office Supplies,Paper,Phone Order,Consumer,5,12.38,0.20, 49.50 ,FALSE,gift
ORD-1153,5/27/25,2025-06-01,South,Atlanta,Office Supplies,Paper,In-Store,Home Office,1,12.74,0%,$12.74,no,rush
ORD-1153,5/27/25,Jun 01 2025,SOUTH,Atlanta,Furnitures,Desk,In Store,Home Office,1,$243.67,0.10,$219.30,TRUE,late addr fix
ORD-1154,6/9/25,2025-06-16,West,san diego,office_supplies,Paper,E-Commerce,Corporate ,5,$11.15,,55.74,0,gift
ORD-1154,2025-02-30,2025/06/16,West,San Diego,Office Supplies,Paper,Online ,Corporate,1,12.94,0,$12.94,unknown,gift
ORD-1154,Jun 09 2025,Jun 16 2025,West,San Diego,Office Supplies,Pen,Online,Corp,4,3.16,0,12.64 USD,No,gift
ORD-1155,3/5/25,3/10/25,Midwest,Madison,Office Supplies,Pen,In-Store,Consumer,4,USD 3.00,0%,$11.98,No,—
ORD-1156,03-28-2025,2025-04-02,Midwest,Indianapolis,Office Supplies,Binder,Online,Consumer,1,7.90,5%,-$4.50,Yes,
ORD-1156,Mar 28 2025,2025/04/02,Midwest,Indianapolis,Office-Supplies,Binder,Online,Consumer,three, 7.16 ,.05,20,Yes,
ORD-1157,2025-07-01,Jul 03 2025,NE,Boston,Technology ,Laptop,Phone,Consumer,1,820.87,0,$820.87,no,.
ORD-1158,2025-07-03,2025-07-08,West,Phoenix,Office Supplies,Paper,Online,home office,2,10.79,0%,21.59 USD,no,.
ORD-1158,07-03-2025,2025/07/08,West,Phoenix,Office Supplies,Binder,Online,Home Office,2,7.84, 5% ,14.90,No,
ORD-1159,Jan 18 2025,2025/01/19,Northeast,Philadelphia,Office Supplies,Paper,Online,Consumer,5,$13.40,0%,67.02,no,
ORD-1159,2025-01-18,2025/01/19,Northeast,Philadelphia ,Technology,Headphones ,Online,Consumer,1,88.62,.15,$75.33,0,
ORD-1159,Jan 18 2025,2025-01-19,Northeast,Philadelphia,Office Supplies,Pen,online,Consumer,2,2.77,.15,4.72,no,
ORD-1160,6/22/25,2025-06-23,Northeast,Philadelphia,technology,Monitor,In-Store,Consumer,2,$190.47,none,$380.95,no,gift
ORD-1161,06-02-2025,Jun 03 2025,Midwest,madison,Furniture,Desk,In-Store,consumer,5, 306.15 ,0%,1530.73,no,
ORD-1161,Jun 02 2025,2025/06/03,Midwest,Madison,Furniture ,Bookcase,In-Store ,Consumer,3 units,USD 224.33,none,673.00,Y,late addr fix
ORD-1162,2025-04-07,2025/04/09,West,Portland,Furniture,Chair,Online,Consumer,1,$105.25,20 percent,$84.20,no,
ORD-1162,2025-04-07,4/9/25,West,Portland,Technology,Laptop,Online,Consumer,2,927.24,No discount,1854.48,FALSE,.
ORD-1163,05-03-2025,May 10 2025,West,San Diego,Technology,Monitor,online,Consumer,2,257.31,0,514.62 USD,N,
ORD-1163,May 03 2025,2025-05-10,West,San Diego,Technology ,Headphones,Online,Consumer,3,87.75,10%,$236.92,FALSE,.
ORD-1164,7/3/25,2025-07-04,Midwest,Indianapolis,Technology,Laptop,In-Store,Consumer,2,942.96,5%,unknown,,gift
ORD-1164,2025-07-03,2025/07/04,Midwest,Indianapolis,Office Supplies ,Binder,In-Store,Consumer ,1,7.12,none,7.12,0,priority
ORD-1164,2025-07-03,7/4/25,Midwest,Indianapolis,Furniture,Chair,In-Store,Consumer,1,—,15%,$114.16,No,.
ORD-1165,5/22/25,5/28/25,Midwest,Milwaukee,Office Supplies,Pen,In-Store,corporate,2,$3.38,10 percent,6.09 USD,No,—
ORD-1166,3/28/25,2025-04-03,South,Atlanta,Office Supplies,Pen,In-Store,Consumer ,5,3.48,,17.39 USD,No,
ORD-1167,Jan 28 2025,1/30/25,West,seattle,Office Supplies,Pen,Online,consumer,1,3.05, 15% ,2.59 USD,no,rush
ORD-1167,1/28/25,1/30/25,W.,Seattle,Office Supplies,Binder,Online,Consumer,2,$8.14,0,16.28 USD,FALSE,gift
ORD-1168,Apr 22 2025,4/23/25,Northeast,New York,Technology,Laptop,In-Store,Consumer, 3 ,857.68,5%,"-$1,466.64",Yes,
ORD-1168,4/22/25,2025/04/23,Northeast ,New York,Office Supplies,Binder,In-Store,Consumer,3,USD 9.42,0%,$28.26,N,—
ORD-1168,04-22-2025,4/23/25,Northeast,new york,Office Supplies,Binder,In-Store,Consumer,1,8.27,0.10,7.44,0,
ORD-1169,Jan 14 2025,Jan 15 2025,south,Dallas,Office Supplies,Paper,E-Commerce,Consumer,2,10.22,10 percent,-$11.04,yes,
ORD-1170,06-12-2025,2025/06/17,South ,Atlanta,Tech,Laptop,Web,Consumer,two,910,0%,"$1,819.99",0,late addr fix
ORD-1171,05-13-2025,2025/05/20,Midwest ,Indianapolis,Technology,Laptop,instore,Consumer,2,1033.87,0.15,"$1,757.58",0,
ORD-1171,5/13/25,2025/05/20,Mid West,Indianapolis,Technology,Monitor,In-Store,Consumer,2,237.50,0,475.00 USD,no,late addr fix
ORD-1171,2025-05-13,May 20 2025,Midwest,Indianapolis,Office Supplies,Paper,In-Store,consumer,3,10.57,5%,30.12,No,late addr fix
ORD-1172,3/22/25,3/24/25,South,Nashville ,Furniture,Desk,Phone,Consumer,2 units,289.80,0.10,521.65 USD,FALSE,—
ORD-1173,3/2/25,Mar 05 2025,West,Seattle,Furniture,Desk,Online,Home Office,2,$245.12,0,unknown,no,
ORD-1174,2025-06-09,2025-06-13,Northeast,Philadelphia,Furniture,Chair,Online,Corporate,2,119.43,0%,238.86,no,—
ORD-1174,6/9/25,Jun 13 2025,NE,Philadelphia,Office Supplies,Pen,Online,Corp,1,2.77, 5% ,2.63 USD,unknown,
ORD-1175,2/15/25,2025/02/16,south,Nashville,Technology,Headphones,Online,consumer,2,84.80,10%,153,0,—
ORD-1175,Feb 15 2025,2/16/25,SOUTH,Nashville,Tech,Monitor,Online,Consumer,4, 214.87 ,5%,$816.49,0,
ORD-1175,2025-02-15,Feb 16 2025,south,Nashville,Furniture,Bookcase,Web,consumer,2,201.68,,-$242.02,Yes,late addr fix
ORD-1176,Mar 23 2025,2025/03/26,northeast,Boston,Office Supplies,Paper,In-Store,Corporate,one,13.93,none,$13.93,0,—
ORD-1177,6/15/25,2025-06-19,W.,Portland,Office Supplies,binder,In-Store,Home Office,3,8.01,0.05,$22.83,Y,late addr fix
ORD-1177,6/15/25,6/19/25,West ,Portland,Office Supplies,Pen,In-Store,Home Office,3,USD 3.04,5%,8.67 USD,N,rush
ORD-1178,03-02-2025,3/6/25,W.,Phoenix,Office Supplies,Paper,Online,Corporate,1,13.18,0.10,unknown,Yes,gift
ORD-1179,6/8/25,Jun 14 2025,Mid West,Madison,Office Supplies,pen,Web,Consumer,1,2.79,0.15,2.38 USD,no,
ORD-1180,Apr 17 2025,2025-04-18,West,San Diego,office supplies,Pen,In-Store,Corporate,3,3,5%,($4.47),Y,priority
ORD-1180,2025-04-17,2025/04/18,West,San Diego,Technology,Headphones ,In-Store,Corporate,4,71.68, 5% ,272.37,FALSE,
ORD-1181,7/30/25,8/2/25,West,Seattle,Furniture,Bookcase,In-Store,Consumer,5 units,USD 217.32,15%,$923.61,no,
ORD-1181,2025-07-30,2025-08-02,West,Seattle,Office Supplies,binder,In-Store,Consumer ,1,8.73,20 percent,7,no,gift
ORD-1181,7/30/25,2025-08-02,West,Seattle,Office Supplies,pen,In-Store,Consumer,.,3.11,5%,2.95,0,gift
ORD-1182,06-19-2025,6/20/25,South,Dallas,Technology,Monitor,In-Store,Consumer,1,203.36,0,203.36 USD,No,gift
ORD-1183,03-03-2025,3/8/25,Northeast,New York,Technology,Headphones,E-Commerce,Consumer,4,87.08,0.10,313.50,1,—
ORD-1183,2025-03-03,2025-03-08,northeast,New York,Office Supplies,Pen,Online,consumer,.,3.03,0%,unknown,No,priority
ORD-1184,04-09-2025,Apr 12 2025,Northeast,Pittsburgh,Office Supplies,Binder,E-Commerce,Corp,3,8.24,No discount,$24.72,No,
ORD-1184,4/9/25,2025/04/12,Northeast,Pittsburgh,Office Supplies ,Paper,Web,Corporate,2 units,10.41,0.10,18.73,FALSE,late addr fix
ORD-1185,05-08-2025,2025/05/12,West,Seattle,Office Supplies,Paper,Phone,Consumer,3,$12.26,0%,$36.77,0,—
ORD-1186,6/5/25,2025-06-10,Midwest,Indianapolis,Office Supplies,Binder,In-Store,Corporate,2,9.40,10%,(10.15),TRUE,
ORD-1186,Jun 05 2025,2025/06/10,Mid West,indianapolis,Technology,Headphones,In-Store,Corporate,two,92.00,5%,$174.81,Yes,late addr fix
ORD-1186,06-05-2025,2025/06/10,MW,Indianapolis,Office Supplies,Binder,In-Store,Corporate,3 units,8.97,0.05,$25.57,unknown,
ORD-1187,3/16/25,Mar 20 2025,W.,san diego,Office Supplies,Paper,Phone,consumer,3,$12.49,0.10,$33.72,FALSE,
ORD-1188,Apr 15 2025,2025/04/17,West,San Diego,Furniture,Desk,Online,consumer,1, 302.30 ,.10,272.07,no,.
ORD-1188,2025-04-15,4/17/25,West,San Diego,Tech,Headphones,Online,Consumer,five,$75.31,,$376.55,FALSE,
ORD-1188,4/15/25,2025/04/17,west,San Diego,Office-Supplies,Pen,Online,Consumer,4,3.20,0,$12.79,FALSE,rush
ORD-1189,Feb 02 2025,Feb 03 2025,South,Atlanta ,Furniture,Chair,Phone,Consumer,3 units,122.01,0.20,292.81,,late addr fix
ORD-1190,Jan 14 2025,2025/01/16,West,Phoenix,Furniture,Desk,PHONE,Consumer,1,319.49,0.05,303.52,TRUE,
ORD-1190,01-14-2025,1/16/25,West,Phoenix,Office Supplies,Binder,Phone,Consumer,2, 8.19 ,0.10, 14.75 ,Yes,priority
ORD-1191,2025-07-09,7/13/25,West,Phoenix,Office Supplies,Pen,Online,Home Office,4,USD 3.36,5%,$12.77,N,—
ORD-1191,07-09-2025,2025-07-13,West,Phoenix,Office Supplies,Pen,Online,Home Office,2,3,5 percent,6.39 USD,FALSE,late addr fix
ORD-1192,01-31-2025,2025-02-02,Midwest,Madison,office_supplies,Binder,E-Commerce,Corp,1,7.10,0,7.10,N,.
ORD-1192,01-31-2025,2025/02/02,Midwest,Madison,Tech,Monitor,E-Commerce,Corporate,4,240.70,,962.80,No,
ORD-1193,2025-01-18,2025/01/23,South,Atlanta,Tech,Laptop,Phone,Consumer ,3,"1,072",0%,"-$1,929.62",Yes,priority
ORD-1193,Jan 18 2025,Jan 23 2025,South,Atlanta,Technology,Laptop,phone,Consumer,1,906.23,none,$906.23,FALSE,priority
ORD-1194,01-02-2025,1/9/25,Northeast,boston,Office Supplies,Paper,Online,Corporate,1,12.75,10%,$11.47,FALSE,
ORD-1194,01-02-2025,Jan 09 2025,Northeast,Boston,Furniture,Bookcase,Web,Corporate,1,180.80,0,180.80 USD,0,
ORD-1195,Feb 09 2025,2025/02/10,West,Seattle,Office Supplies,Binder,Online ,Home Office,3,USD 8.56,0%,26,no,—
ORD-1195,2025-02-09,TBD,West ,Seattle,Furniture,Chair,Online,Home Office,2,106.40,.05,202.15,0,
ORD-1195,2025-02-09,Feb 10 2025,W.,Seattle,Tech,Laptop,Online,Home Office,2,$926.76,0.20,"$1,482.81",0,
ORD-1196,2025-03-30,Apr 05 2025,West,Seattle,Furniture,Desk,Online,Home Office,4,263.88,15%,897.18,0,gift
ORD-1197,2025-07-21,2025/07/25,SOUTH,Nashville,Office Supplies,Paper,PHONE,Corporate ,1,USD 14.01,0.10,$12.61,0,.
ORD-1197,7/21/25,Jul 25 2025,South,Nashville,Technology,Monitor,Phone,Corporate,1,250.36,none,250.36 USD,no,
ORD-1198,1/31/25,2/1/25,Northeast,Pittsburgh,Technology,Headphones,Online,consumer,1,—,none,$80.38,N,late addr fix
ORD-1199,2025-02-11,2025/02/15,Northeast,Philadelphia,Technology,Headphones,In-Store,Corporate,1 units,91.16,.15,77.49,N,.
ORD-1200,07-03-2025,2025/07/08,Midwest,Chicago,Office Supplies,Pen,online,Corp,four,2.83,0.05,$10.76,No,
ORD-1200,07-03-2025,2025/07/08,Midwest,Chicago ,Furniture ,Desk,Online,Corporate,2 units,298.88,0,$597.75,No,priority
ORD-1200,07-03-2025,7/8/25,Midwest,Chicago,Technology,Laptop,Online ,Corporate,3,972.16,0,"2,916",1,—
ORD-1201,01-09-2025,2025-01-14,Northeast,New York,Furniture,Bookcase,Phone,Corporate,3,USD 184.20, 15% ,$469.70,0,—
ORD-1201,01-09-2025,1/14/25,Northeast,New York,Office Supplies,Pen,Phone Order,Corporate,1,$2.71,none,$2.71,0,
ORD-1201,1/9/25,2025/01/14,Northeast,New York,Furniture ,Bookcase,Phone,Corp,3,222.82,0.10,602,FALSE,—
ORD-1202,3/9/25,3/15/25,South ,Nashville,Office Supplies,Paper ,Web,Corporate,1,11.28,0.05,$10.71,no,
ORD-1202,03-09-2025,2025-03-15,South,Nashville,Tech,Monitor ,Online,Corporate,2,252,, 503.44 ,no,
ORD-1203,2025-04-17,2025-04-18,Midwest,Indianapolis,technology,Laptop,instore,Home Office,2 units,955.78,10 percent,"$1,720.40",FALSE,gift
ORD-1204,6/27/25,2025/07/02,South,Atlanta,Office-Supplies,Paper,In-Store,Consumer,2,USD 13.58,0%,27.16 USD,N,.
ORD-1204,06-27-2025,Jul 02 2025,South,Atlanta,Office Supplies,Binder,In-Store,consumer,1,—,5%,$7.62,No,
ORD-1205,Jan 10 2025,Jan 15 2025,Mid West,madison,Technology,Monitor,Web,Home Office,1,246.40,5%,234.08 USD,0,priority
ORD-1206,7/12/25,Jul 15 2025,W.,Seattle,Technology,Headphones,Web,Consumer,1,USD 79.90,.15,unknown,No,
ORD-1207,2025-03-14,2025/03/19,West,San Diego,Furniture,Bookcase,In-Store,Consumer,three,$220.63,0%,661.88,unknown,rush
ORD-1207,3/14/25,2025/03/19,West,San Diego,Office Supplies,Pen,In-Store,Consumer,4,$2.55,10 percent,$9.19,No,.
ORD-1208,06-25-2025,Jun 29 2025,South,Dallas,Office Supplies,Binder,Online,Consumer,3,7.10,0.05,20.24,0,
ORD-1209,Jun 06 2025,2025-06-10,Midwest,Milwaukee,Furniture ,Bookcase,instore,Consumer,4,206.51,0,$826.06,no,.
ORD-1210,2025-07-22,2025-07-24,Midwest,Madison,Technology ,Monitor,Phone,Consumer,4 units,230.47,.05,875.77,Y,late addr fix
ORD-1210,07-22-2025,7/24/25,Midwest,Madison,Office Supplies,Binder,Phone,consumer,1,7.25,0.10,$6.53,FALSE,
ORD-1211,2025-04-05,2025-04-07,South,Atlanta ,Technology,Headphones,In-Store,Corporate, 1 ,79.14,0,79.14 USD,no,—
ORD-1211,Apr 05 2025,2025/04/07,South,Atlanta,Furniture,Bookcase,In-Store,Corporate,1,187.02,5%,$177.67,N,rush
ORD-1212,1/29/25,2025-02-03,South,Nashville,Office Supplies,Binder,online,Consumer,3,7.94,10 percent,$21.42,N,priority
ORD-1212,1/29/25,2025/02/03,South,Nashville,Technology,Headphones,Online,Consumer,3,79.79,0.10,215,No,rush
ORD-1213,03-05-2025,2025/03/12,Midwest ,Milwaukee,Furniture,Bookcase,In-Store,Corporate,1,218.85,No discount,218.85,No,—
ORD-1213,Mar 05 2025,3/12/25,MW,Milwaukee,Technology ,Headphones,In-Store ,Corporate,3,77.89,0,$233.66,No,
ORD-1213,03-05-2025,3/12/25,Midwest,Milwaukee,Technology,Monitor,In-Store,Corporate,4,$212.11,0,($509.07),yes,gift
ORD-1214,6/21/25,2025/06/28,Midwest,Milwaukee,Office Supplies,Paper,In-Store,Consumer,one,USD 11.82,0%,$11.82,0,gift
ORD-1214,2025-06-21,2025-06-28,Midwest,milwaukee,Office Supplies,Pen,In-Store,Consumer,2,USD 2.77,0.20,4.43 USD,N,priority
ORD-1215,3/11/25,2025-03-17,northeast,Philadelphia,Technology ,Headphones,Web,Consumer,2,81.34,0.05,-$92.73,Y,rush
ORD-1216,Feb 21 2025,2025/02/23,South ,Houston,Technology,Headphones,Online,Corporate,.,71.88,0.05,68.29,FALSE,late addr fix
ORD-1217,2025-05-05,2025/05/10,Midwest,Milwaukee,office_supplies,binder,Online ,Home Office,2,7.97,0.20,12.76 USD,yes,gift
ORD-1218,May 07 2025,5/11/25,West,Portland,Office Supplies,Paper,Online,Consumer,1,14.04,10%,$12.64,No,
ORD-1218,2025-05-07,May 11 2025,West,Portland,Furniture,Desk,E-Commerce,Consumer,2,253.55,,507.11 USD,no,
ORD-1219,Apr 20 2025,2025-04-23,Northeast,Pittsburgh,Office Supplies,Paper,In-Store,Consumer,1 units,12,10%,10.99,FALSE,.
ORD-1219,04-20-2025,4/23/25,Northeast,Pittsburgh,office_supplies,Pen,In-Store,Consumer,2,2.71,5%,5.16,no,gift
ORD-1220,2025-06-29,7/4/25,West,San Diego,Office Supplies,Paper,PHONE,Consumer,5,13.69,10%,61.59,0,gift
ORD-1220,Jun 29 2025,Jul 04 2025,West,San Diego,Technology,Headphones,PHONE,Consumer,1,$78.43,0%,$78.43,0,gift
ORD-1221,2025-03-06,Mar 09 2025,Northeast,Boston,Furniture,Chair,Online,Corporate,.,130.60,5%,$496.27,FALSE,
ORD-1222,2025-01-06,1/7/25,West,Portland,technology,Laptop,Online ,Consumer, 3 ,—,No discount, 2861.51 ,,
ORD-1222,1/6/25,1/7/25,West,Portland,Furnitures,chair,Online,Consumer,2,106,10%,$190.28,N,
ORD-1223,2025-03-17,2025/03/18,West,Portland,Technology ,Laptop,Phone,Home Office,2,945.82,10%,"$1,702.48",0,—
ORD-1223,03-17-2025,2025-03-18,—,Portland,office supplies,Pen,Phone,Home Office,three,3.44,0.05,$9.79,No,rush
ORD-1224,05-16-2025,2025/05/21,Northeast,Philadelphia,Office Supplies,Binder,Online,Consumer,2,9.43,No discount,($11.32),yes,late addr fix
ORD-1224,not recorded,5/21/25,Northeast,Philadelphia,Office Supplies,Paper,Online,Consumer,1,USD 11.15,,$11.15,yes,
